162	416	255
165	412	255
169	414	255
172	413	255
175	412	255
178	410	255
181	410	255
184	410	255
187	410	255
190	408	255
193	408	255
195	402	255
199	407	255
201	406	255
203	395	255
205	395	255
211	405	255
214	407	255
217	405	255
220	403	255
222	402	255
226	403	255
229	402	255
231	401	255
235	402	255
237	399	255
240	399	255
244	400	255
247	398	255
250	398	255
253	398	255
256	396	255
259	396	255
262	395	255
265	395	255
269	394	255
271	393	255
275	393	255
278	391	255
280	390	255
285	391	255
287	389	255
291	389	255
293	387	255
296	386	255
300	385	255
303	385	255
307	384	255
311	384	255
314	383	255
315	379	255
314	372	255
312	365	255
313	360	255
314	357	255
314	351	255
316	350	255
160	160	128
160	160	128
160	160	128
329	347	255
363	378	255
314	322	255
313	316	255
313	312	255
314	310	255
314	306	255
315	303	255
315	300	255
314	296	255
314	292	255
314	289	255
314	286	255
314	283	255
315	281	255
316	278	255
160	160	128
160	160	128
160	160	128
237	212	255
160	160	128
316	261	255
316	259	255
316	256	255
317	254	255
317	251	255
315	248	255
315	245	255
315	243	255
314	240	255
315	238	255
314	235	255
315	233	255
316	231	255
315	229	255
315	226	255
314	224	255
314	222	255
315	220	255
315	218	255
315	216	255
315	213	255
315	211	255
315	209	255
315	207	255
314	205	255
314	203	255
313	201	255
313	199	255
313	197	255
313	195	255
313	193	255
313	191	255
313	189	255
313	187	255
313	185	255
313	183	255
313	181	255
312	179	255
312	177	255
312	175	255
312	174	255
312	172	255
312	170	255
312	168	255
312	166	255
313	164	255
312	163	255
313	161	255
312	159	255
312	157	255
312	155	255
312	153	255
306	152	255
305	150	255
309	148	255
312	146	255
312	144	255
312	142	255
313	140	255
313	138	255
314	136	255
314	134	255
313	133	255
313	131	255
314	129	255
313	127	255
314	125	255
314	123	255
314	121	255
314	119	255
314	117	255
314	115	255
314	112	255
314	110	255
314	108	255
314	106	255
314	104	255
314	102	255
314	100	255
314	98	255
313	96	255
313	94	255
312	92	255
312	90	255
312	88	255
311	86	255
311	84	255
310	82	255
309	80	255
306	79	255
308	76	255
308	74	255
308	71	255
307	69	255
165	155	255
165	155	255
165	155	255
165	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
164	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
163	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
162	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	155	255
161	154	255
160	154	255
160	155	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
160	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
159	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
158	154	255
160	160	128
158	154	255
160	160	128
158	154	255
158	154	255
157	154	255
157	154	255
160	160	128
157	154	255
160	160	128
157	154	255
157	154	255
157	154	255
157	154	255
157	154	255
157	154	255
156	154	255
156	154	255
156	154	255
160	160	128
156	154	255
160	160	128
156	154	255
160	160	128
156	154	255
160	160	128
156	154	255
156	154	255
155	154	255
155	154	255
155	154	255
160	160	128
155	154	255
160	160	128
155	154	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
154	153	255
160	160	128
154	153	255
160	160	128
154	153	255
160	160	128
154	153	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
29	37	255
28	38	255
4	20	255
4	23	255
12	34	255
11	36	255
12	40	255
10	41	255
7	41	255
7	44	255
7	48	255
7	51	255
8	54	255
8	57	255
8	59	255
10	63	255
10	66	255
10	68	255
11	71	255
11	74	255
12	76	255
12	79	255
14	82	255
71	114	255
71	116	255
71	117	255
71	118	255
72	120	255
72	121	255
73	123	255
73	124	255
73	126	255
73	127	255
73	128	255
74	129	255
74	131	255
74	132	255
74	133	255
74	134	255
75	135	255
73	136	255
71	137	255
69	137	255
66	138	255
63	138	255
59	139	255
56	139	255
53	140	255
49	140	255
45	141	255
41	142	255
39	143	255
33	144	255
28	145	255
27	146	255
27	148	255
27	150	255
28	151	255
28	153	255
28	155	255
28	156	255
29	158	255
160	160	128
138	160	255
160	160	128
138	161	255
139	161	255
160	160	128
160	160	128
140	161	255
160	160	128
140	162	255
160	160	128
