160	160	128
160	160	128
160	160	128
160	160	128
34	182	255
34	184	255
34	186	255
34	187	255
35	189	255
35	190	255
35	192	255
36	193	255
36	195	255
36	196	255
36	198	255
37	199	255
37	201	255
37	202	255
38	204	255
38	205	255
38	207	255
39	209	255
39	210	255
39	212	255
39	214	255
40	215	255
40	217	255
41	218	255
41	220	255
41	221	255
42	223	255
42	225	255
42	227	255
43	228	255
43	230	255
43	232	255
43	234	255
57	227	255
58	228	255
71	221	255
71	222	255
71	224	255
71	226	255
160	160	128
74	226	255
73	229	255
74	230	255
48	254	255
47	256	255
48	258	255
48	260	255
49	262	255
50	264	255
49	267	255
50	269	255
51	271	255
51	273	255
51	276	255
52	278	255
52	280	255
53	282	255
54	284	255
54	288	255
55	290	255
54	294	255
160	160	128
56	299	255
56	301	255
57	304	255
57	308	255
59	309	255
59	314	255
60	315	255
60	320	255
60	324	255
62	325	255
62	329	255
63	333	255
65	335	255
65	340	255
65	345	255
66	348	255
67	352	255
69	354	255
70	359	255
69	366	255
71	369	255
72	373	255
73	379	255
160	160	128
76	388	255
160	160	128
78	399	255
78	410	255
80	412	255
84	411	255
87	412	255
90	412	255
93	412	255
96	413	255
100	411	255
103	411	255
106	412	255
110	411	255
113	410	255
116	408	255
119	413	255
121	418	255
124	420	255
127	419	255
130	419	255
133	419	255
136	420	255
140	419	255
143	417	255
146	418	255
149	416	255
152	416	255
155	416	255
158	414	255
